,len,url_count,evil_char,evil_word,shang
45526,-0.6391386620517326,1,0.3333333333333333,0.0,-0.33516099847711256
45527,-0.881979730956609,0,0.0,0.0,-0.1865028034018773
45528,-0.4772446161151483,0,0.0,0.0,-0.4697788914191046
45529,0.37269912505191916,1,0.7777777777777777,0.0,1.0667941637781528
45530,-0.9426899981828281,0,0.0,0.0,-1.5591018442867195
45531,-1.0438737768931934,0,0.0,0.0,-2.0236919141587286
45532,-1.0641105326352662,0,0.0,0.0,-1.9393935712526347
45533,-0.7605591965041708,0,0.0,0.0,-1.0782813063401118
45534,-0.9629267539249011,0,0.0,0.0,-0.8103487259558354
45535,-0.43677110463100227,0,0.0,0.0,-0.6122084699653743
45536,-0.8212694637303899,0,0.0,0.0,-0.8365519104416769
45537,-1.0438737768931934,0,0.0,0.0,-1.6654899904067981
45538,-0.7807959522462439,0,0.0,0.0,-0.22838124534958812
45539,-0.8212694637303899,0,0.0,0.0,-0.9369022911445146
45540,-0.902216486698682,0,0.0,0.0,-1.008001266932241
45541,-1.0438737768931934,0,0.0,0.0,-1.6654899904067981
45542,-1.0641105326352662,0,0.0,0.0,-1.9393935712526347
45543,-0.7605591965041708,0,0.0,0.0,-1.0782813063401118
45544,-0.861742975214536,0,0.0,0.0,-0.8375857198997804
45545,-0.43677110463100227,0,0.0,0.0,-0.033574593135331524
45546,-0.8212694637303899,0,0.0,0.0,-0.6753610447533077
45547,-0.881979730956609,0,0.0,0.0,-1.2873075083461107
45548,-0.43677110463100227,0,0.0,0.0,-0.34808857663577386
45549,-0.6391386620517326,1,0.3333333333333333,0.0,-0.33516099847711256
45550,-0.881979730956609,0,0.0,0.0,-0.37613911597642846
45551,-1.0641105326352662,0,0.0,0.0,-1.9393935712526347
45552,-1.0034002654090473,0,0.0,0.0,-1.1988317679250875
45553,-1.0641105326352662,0,0.0,0.0,-1.9393935712526347
45554,-0.19393003572612583,0,0.0,0.0,1.0479869241086701
45555,-0.8212694637303899,0,0.0,0.0,-0.5750106640504663
45557,-1.0438737768931934,0,0.0,0.0,-1.6654899904067981
